osm_type,osm_id,name,category,website,phone,opening_hours,addr,lat,lon,source,captured_at
node,3065274402,SOUL Lifestyle,home appliances,,,Mo-Sa 10:00-18:00; Su 12:00-18:00,"Unit 18 -D6, Shoppinh Centre, Beacon South Quarter, Sandyford",53.2781045,-6.2153331,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3067754005,Hair & Beauty Bar,perfumes/beauty,,+353 1 4020404,,"Clanbrassil Street Lower, Dublin",53.335208,-6.2735274,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3067754006,Furniture _________,home appliances,,,,"Clanbrassil Street Lower, Dublin",53.3351234,-6.2735991,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3069611648,The Lane Beauty Salon,perfumes/beauty,http://thelanebeautysalon.ie/,+353 1 4970028,"Mo 17:00-21:00, Tu-Fr 11:00+, Sa 10:30-16:00","20, Garville Lane, Dublin",53.3162149,-6.2755631,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3069695516,Dresscode Ltd,clothes,https://www.dresscode.ie/,+353 1 8640700,"""by appointment""","50, Finglas Business Centre, Dublin",53.3973909,-6.2949428,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3078196391,Belle of the Ball,clothes,,,,"Saint Agnes Road, Dublin",53.319871,-6.3152384,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3080859022,Simply Beauty,perfumes/beauty,https://www.simplybeauty.ie/,,,"21, Corrig Road",53.2765882,-6.214961,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3083737547,BoConcept,home appliances,,,"Mo-Sa 10:00-18:00; Su,PH 12:00-18:00",,53.2779375,-6.2159547,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3083737548,Classic Furniture,home appliances,,,,,53.2780457,-6.2154014,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3088074380,Zenergy,perfumes/beauty,,+353 1 6111100,"Mo-Tu 10:00-20:00, We-Th 10:00-21:00, Fr 10:00-20:00, Sa 10:00-18:00, Su 11:00-18:00","13, Fade Street, Dublin",53.3421229,-6.2643013,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3088074382,Alwright & Marshall Ltd.,jewellery,https://alwrightandmarshall.ie/,,,"Fade Street, Dublin",53.3421064,-6.2642438,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3094553143,Elegance Nail Studio,perfumes/beauty,,+353 85 2367160,,"18, Terenure Road North, Dublin",53.3138314,-6.2825184,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3094826362,Studio 6,perfumes/beauty,https://www.studio6hairandbeauty.com/,+353 1 4928653,"Tu-We 09:00-17:30, Th-Fr 09:00+, Sa 09:00-17:00","Terenure Road North, Dublin",53.3125123,-6.2826455,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3104886050,Computer Room,gadgets/electronics,,,,"Terenure Road East, Dublin",53.3099645,-6.2827809,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3106272133,She Boutique,clothes,,,,"Terenure Road North, Dublin",53.3107394,-6.2829402,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3106272147,Hearing Music,gadgets/electronics,https://www.hearingmusic.ie/,+353-1-905-5823,Mo off; Tu-Fr 10:00-17:00; Sa-Su off,"99, Terenure Road North, Dublin, D6W W650",53.3104145,-6.2830637,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3106278308,Feather & Frill,clothes,https://www.featherandfrill.com/,+353 1 4906857,,"130, Terenure Road North, Dublin",53.3102421,-6.283556,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3106286538,Scarlet Slippers,clothes,https://scarletslippersterenure.wordpress.com/,+353 1 4990532,,"134, Terenure Road North, Dublin",53.3101576,-6.2835857,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3106286539,Dress Circle,clothes,https://dresscircleterenure.wordpress.com/,,,"134, Terenure Road North, Dublin",53.3101204,-6.2836055,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3108833952,Cripps,clothes,https://www.facebook.com/CrippsFootwear,+353 1 4907237,,"4, Terenure Place, Dublin",53.3095416,-6.2842708,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3108899175,Home Boutique,home appliances,http://www.homeboutiquekitchens.com/,+353 1 4952369,,"Templeogue Road, Dublin",53.3091785,-6.2855901,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3124199686,(unnamed),home appliances,,,,"118, Thomas Street, Dublin",53.3430641,-6.2799606,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3124989762,Share Mobile,gadgets/electronics,,,Mo-Fr 10:00-18:30; Su 12:00-17:00,"30, Thomas Street, Dublin",53.3429096,-6.2806757,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3124989763,Betty Bojangles,clothes,,,,"Thomas Street, Dublin",53.3429249,-6.2762617,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3124989767,Finestyle Furniture & Beds,home appliances,,,Th-Sa 10:00-16:00,"Thomas Street, Dublin",53.3428699,-6.2765189,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3125025420,Hair Beauty & Massage Centre,perfumes/beauty,,+353 1 4535347,,"Thomas Street, Dublin",53.3426982,-6.2774036,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3126035957,Beauty Salon,perfumes/beauty,,,,"280, Glasnevin Avenue",53.390673,-6.286749,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3127019239,Arshia's,perfumes/beauty,,+353 83 1171786,,"52a, Phibsborough Road, Dublin",53.3598593,-6.2728439,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3130255647,David Murray,jewellery,,,,"Dawson Street, Dublin",53.3401336,-6.2587213,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3133935919,The Dawson Spa,perfumes/beauty,https://www.thedawson.ie/the-dawnson-spa.html,+353-1-6717099,"Tu-We 10:00-18:00, Th-Fr 10:00-20:00, Sa-Su 10:00-18:00","35, Dawson Street",53.3404001,-6.2587568,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3133935920,Massimo,clothes,https://www.massimodutti.com/ie/,,,"45, Dawson Street, Dublin",53.341068,-6.2585325,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3136144565,Claddagh Jewellers,jewellery,https://www.thecladdagh.com/,,,"2, Grafton Street, Dublin",53.3430844,-6.259245,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3137599782,Pop In Beauty,perfumes/beauty,https://www.facebook.com/pages/Pop-In-Beauty/129838917033315,+353 1 8623423,"Tu-We 10:00-18:00, Th-Fr 10:00-20:00, Sa 10:00-18:00","5, Poppintree Parade, Dublin",53.3998457,-6.2763955,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3140481198,Safesounds,gadgets/electronics,http://www.safesounds.ie/,+353 1 8375357,,"4, Richmond Road, Dublin",53.3686207,-6.2548035,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3161391301,(unnamed),gadgets/electronics,,,,"North Frederick Street, Dublin",53.3555536,-6.2644924,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3162003413,Cut Above,perfumes/beauty,,,,"Meakstown Commercial Centre, Dublin",53.4018293,-6.2968787,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3279350697,New Paddy Electronics,gadgets/electronics,,,,,53.2593787,-6.1970981,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3384530243,Dawson Boutique,clothes,https://www.dawsonboutique.com/,,,"Essex Street West, Dublin, D08 XW20",53.3444622,-6.2696587,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3436216532,Savvi Beauty Salon,perfumes/beauty,https://www.savvibeauty.ie/,+353 1 8428653,"Mo ""By Appointment""; Tu-We,Fr 11:00-19:00; Th 11:00-20:00; Sa 11:00-15:00","313, Swords Road, Dublin",53.39153,-6.246606,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3450095069,CeX,gadgets/electronics,https://ie.webuy.com/site/storeDetail?branchId=1524,,,"13, Westmoreland Street, Dublin",53.3461991,-6.2594034,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3465847948,511 Tech Solutions,gadgets/electronics,http://511techsolutions.com/,+353 1 8197834,"Mo-Fr 09:30-18:30, Sa 13:00-18:00","511, North Circular Road, Dublin",53.359536,-6.259787,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3471930076,Only Beauty,perfumes/beauty,,,,"Amiens Street, Dublin",53.3507891,-6.250639,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3477082226,CQ Commuunications,gadgets/electronics,https://cqcomms.com/,+353 1 8722752,Mo-Sa 10:00-18:00,"22, Ormond Quay Lower, Dublin",53.3463766,-6.2653823,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3477753526,Haworth,home appliances,,,,"Amiens Street, Dublin",53.3547407,-6.2470058,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3481459338,(unnamed),perfumes/beauty,https://www.sparklebeauty.ie/,+353 1 8186794,"Mo-We 10:00-18:00, Th-Fr 10:00-20:00, Sa 10:00-18:00","30, Marino Mart, Dublin",53.3646812,-6.2299269,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3482855207,Rouge Hair & Beauty Salon,perfumes/beauty,,,,"May Park, Dublin",53.3762839,-6.2178299,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3485759131,Bargaintown,home appliances,,,,"Greencastle Parade, Dublin",53.3938191,-6.1974532,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3493931977,Tector,clothes,,,,"Rathmines Road Lower, Dublin",53.3232813,-6.2645766,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3493931981,Soho Market NYC,clothes,,,,"Rathmines Road Lower, Dublin",53.3232989,-6.2648233,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3498180248,Value Flooring & Furniture,home appliances,,,,,53.3874775,-6.2004528,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3498180254,Minaal,perfumes/beauty,,,,"Brookville Park, Dublin",53.3906179,-6.1966738,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3529067536,Uniform Warehouse,clothes,https://uniformwarehouse.ie,(01) 283 0173,Tu-Sa 10:00-16:30,"Stillorgan Road, Dublin",53.309995,-6.2168694,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3559872193,The Beauty Room,perfumes/beauty,,,,,53.3573888,-6.2487702,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3579222546,JC's,perfumes/beauty,,+353-1-8881122,,"20b, Buckingham Street Upper, Dublin",53.3545164,-6.2501145,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3579222573,Perfect Lady,perfumes/beauty,https://www.perfectlady.ie/,+353 1 894 4769,"Tu-We 10:00-18:00, Th-Sa 10:00-19:00","9, James Joyce Street, Dublin",53.351541,-6.2532668,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3584234272,Ecco,clothes,https://ie.ecco.com/en-IE,+353-1-288-0859,"Mo-We 09:30-18:00; Th-Fr 09:30-19:00; Sa 09:30-18:00; Su,PH 12:00-18:00",Old Dublin Road,53.2896302,-6.2008088,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3588227041,Patagonia,clothes,https://eu.patagonia.com/ie/en/stores/ie/dublin/24-26-exchequer-street/store_dublin.html,+353-1-670-5748,"Mo-We, Fr, Sa 10:00-18:00; Th 10:00-19:00; Su 12:00-17:00","24-26, Exchequer Street, Dublin",53.3429673,-6.2626881,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3595106926,Dix Jewellery Tools & Equipment,jewellery,,+353-1-6717144,"Mo-Th 09:00-13:00, 13:00-17:00, Fr 09:00-12:30","6, Aston Quay, Dublin",53.3463071,-6.2613205,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3641130727,Enigma of Beauty,perfumes/beauty,,,Mo-Sa 12:00-19:00,"51a, Hill Street, Dublin",53.3543043,-6.2591456,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3675638688,The Beauty Spot,perfumes/beauty,,+353 86 0610847,,"34a, Ballybough Road, Dublin",53.3603459,-6.2441089,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3676914989,North Strand Beds & furniture,home appliances,,,,"134-135, North Strand Road, Dublin",53.3578761,-6.2415897,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3703279063,The Wardrobe Man,home appliances,https://www.thewardrobeman.com/,+353-1-289-7191,Mo-Fr 09:00-18:00; Sa-Su off,Kill Lane,53.2785485,-6.1631903,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730301534,Tiffany Nails,perfumes/beauty,,+353-1-283-6786,Mo-Tu 10:00-19:00; We 10:00-19:30; Th 10:00-20:00; Fr 10:00-19:00; Sa 10:00-19:00; Su 11:00-18:00,"9/11, Main Street, Blackrock",53.3021307,-6.1785175,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730345040,Flexa,home appliances,http://www.flexaworld.ie,+353-1-278-9887,Mo-Sa 10:30-17:00,"Main Street, Blackrock",53.3013609,-6.1775375,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730373621,Brown Sugar,perfumes/beauty,https://www.brownsugar.ie/,+353-1-210-8630,Mo-We 09:00-17:30; Th-Fr 09:00-21:00; Sa 09:00-17:00; Su off,"36, Main Street, Blackrock",53.3010972,-6.1766401,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730393523,Blush,perfumes/beauty,,+353-85-822-7073,,"69, Main Street, Blackrock",53.3006777,-6.1757235,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730393524,Blue,clothes,,+353-1-210-9939,Su off; Mo-Sa 10:30-17:00,"51, Main Street, Blackrock",53.3008798,-6.1764884,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730407315,C Beauty Studio,perfumes/beauty,https://www.cbeautystudio.ie/,+353-1-210-3624,Mo 09:00-18:00; Tu-Fr 09:00-21:00; Sa 09:30-17:30; Su 11:00-17:00,"73, Main Street, Blackrock",53.3006125,-6.175592,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3730419534,V-GSM,gadgets/electronics,http://v-gsm.com/,+353-1-555-6686,Mo-Sa 10:15-18:15; Su off,"7, Carysfort Avenue, Blackrock, A94 K6Y5",53.3007707,-6.1776214,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3732079959,Aqua Beauty,perfumes/beauty,https://www.aquabeauty.ie/,+353-1-278-1616,,"The Hill, Stillorgan",53.2885311,-6.1976768,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3733532957,Aidan Fitzgerald,perfumes/beauty,https://www.aidanfitzgerald.ie/,+353-1-288-6479,,"Main Street, Blackrock",53.3016159,-6.1775629,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3733532959,S.l.o.w S.t.r.e.e.t,clothes,https://slowstreet.ie/,,"Mo-Fr 10:00-17:30; Sa 10:30-17:30; PH,Su off","16, Main Street, Blackrock",53.3015268,-6.1774252,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3740250982,Coins and Ties,clothes,,,,,53.3010871,-6.1781261,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3740250985,Fazendo Renda,jewellery,,,,,53.3012265,-6.177978,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3740250991,Natural Beauty Corner,perfumes/beauty,,,,Blackrock Market,53.3012394,-6.1779082,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3740254862,Designer Vintage,clothes,,,,,53.3010089,-6.1782657,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3740256303,Fran & Jane,clothes,https://franandjane.com/,,,,53.3019746,-6.1780741,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3745276608,Bowen Electrical Wholesalers Ltd.,gadgets/electronics,http://www.bowenelectrical.com/,,,Brookfield Terrace,53.2956575,-6.1790115,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3745330516,Blackrock Upholstery,home appliances,,,,"39, George's Avenue",53.2991282,-6.1828707,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3745330517,D. Mc Callig French Polishers and Repairs,home appliances,,,,"39, George's Avenue",53.2991442,-6.1828528,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3750529740,Diffneys,clothes,https://www.diffney.ie/,+353 1 2887 619,"Mo-We 09:30-18:00; Th-Fr 09:30-19:00; Sa 09:30-18:00; Su,PH 13:00-17:00",Old Dublin Road,53.2897702,-6.2002,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3750529743,Foot Solutions,clothes,https://www.footsolutions.ie/stillorgan/,+353 1 2121 040,"Mo-Sa 09:30-17:30; Su,PH off",Old Dublin Road,53.2897028,-6.2004893,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3757075989,Hedge Roe,home appliances,https://www.hedgeroe.com/,,,Carrickmines Manor,53.2485673,-6.1810252,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3780382361,Eden Therapy,perfumes/beauty,,,Mo-Fr 08:45-18:00; Sa 09:30-17:30,"44, Fassaugh Road, Dublin",53.3646916,-6.2866864,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3800882475,Thérapie Clinic,perfumes/beauty,https://therapieclinic.com/locations/molesworth-street,+353 1 223 8180,Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su closed,"8-9, Molesworth Street, Dublin",53.3412894,-6.2571844,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3826598826,Electronic Security Products Ltd,gadgets/electronics,,,09:00-17:30,"641, Howth Road, Dublin",53.3815206,-6.1527857,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3847712756,In Vogue,perfumes/beauty,https://www.invogue.ie/,+353-1-288-8880,Mo-Tu 08:30-19:00; We-Th 08:30-20:30; Fr 09:00-19:00; Sa 09:00-18:00,"Main Street, Blackrock",53.3012984,-6.1774807,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3847830071,KA International,home appliances,,+353-1-278-2033,,"17, Rock Hill, Blackrock",53.3022148,-6.1788388,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3848146748,Eden: Home & Garden,home appliances,http://www.edenhomeandgarden.ie,+353-1-764-2004,Mo-Sa 10:00-17:30,,53.2997455,-6.1754587,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3872919409,Pender's Fireplaces,home appliances,https://pendersfireplaces.com/,,,"31A, Stoneybatter, Dublin",53.350632,-6.2824024,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3876491044,Bargaintown Flooring,home appliances,,,,"86, Benburb Street, Dublin",53.3471712,-6.2810892,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3876522054,Bargaintown: Kings & Queens,home appliances,,,,"7-9, Ellis Quay, Dublin",53.3468077,-6.2811375,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3902405494,Techclub,gadgets/electronics,,,,Clanbrassil Street Upper,53.3320864,-6.2749888,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3905818974,The Sofa Room,home appliances,https://www.thesofaroom.ie/,+353-1-2313752,Mo-Sa 10:00-17:30,"127, Leeson Street Upper",53.3302862,-6.2513793,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3912941576,Thérapie Clinc,perfumes/beauty,https://www.browncow.ie/,+353 1 294 5541,,"Carrickmines Park, Carrickmines",53.2518164,-6.1848264,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3971768001,Beauty Takeaway,perfumes/beauty,,,,"45, Westland Row, Dublin",53.3428743,-6.2498431,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3971792806,Technology Solutions,gadgets/electronics,,,"Mo 08:30-18:00, Tu 08:30-18:00, We 08:30-18:00, Th 08:30-19:00, Fr 08:30-18:00","39, Westland Row, Dublin",53.3425282,-6.2500767,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3985753837,Fonefix,gadgets/electronics,,,,,53.2752379,-6.2050543,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3985753838,Fonua,gadgets/electronics,,,,,53.2696115,-6.2005078,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3986683799,Dashiki,clothes,,,,"8, Rock Hill, Blackrock",53.3019396,-6.1785949,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,3986683802,Monica Peters,clothes,https://www.monicapeters.ie/,+353-1-288-8902,Mo-Sa 09:30-18:00; Su off,"10, Rock Hill, Blackrock, A94 VP03",53.3019691,-6.1786733,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4077415971,TBD,gadgets/electronics,https://www.tbdonline.ie/,+353 87 3318767,Tu-Fr 12:30-18:00; Sa 11:00-18:00,"22, Drury Street, Dublin",53.342195,-6.26355,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4078519907,DID Electrical,gadgets/electronics,https://www.did.ie/stores/stillorgan,+353-1-288-4174,Mo-Fr 09:30-21:00; Sa 09:30-18:00; Su 13:00-18:00; PH 13:00-18:00,"81, Kilmacud Road Lower, Stillorgan",53.2889249,-6.2045087,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4078519909,Peaches and Lime,perfumes/beauty,https://www.peacheslime.ie/,+353-1-205-6709,,"81, Kilmacud Road Lower, Stillorgan",53.2890176,-6.2045126,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080150084,Golden Nails,perfumes/beauty,,+353-1-210-9266,Mo-We 10:00-18:30; Tu-Fr 10:00-19:30; Sa 10:00-18:00; Su 11:00-16:00,"4, Old Dublin Road, Stillorgan",53.2909136,-6.2005355,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080199826,Best Mens Wear,clothes,https://www.bestmenswear.ie/,+353-1-212-3692,Mo-We 09:30-18:00; Th 09:30-21:00; Fr 09:30-20:00; Sa 09:30-18:00; Su 12:00-18:00,Stillorgan Village Shopping Centre,53.2894339,-6.20069,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080207917,Du Pareil au Même,clothes,https://www.dpam.ie/,+353-1-210-1713,Mo-We 09:00-18:00; Th-Fr 09:00-19:00; Sa 09:00-18:00; Su 12:00-18:00,Kilmacud Road Lower,53.2894018,-6.2006552,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080220589,Carl Scarpa,clothes,https://www.carlscarpa.com/,+353-1-278-2644,Mo-We 09:30-18:00; Th-Fr 09:30-19:00; Sa 09:30-18:00,Kilmacud Road Lower,53.289144,-6.2004512,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080234180,Contour,clothes,,,,Stillorgan Village Shopping Centre,53.2892742,-6.2007913,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080234181,Lipstick,clothes,http://www.choiceboutique.ie/,+353-1-288-8367,"Mo-Sa 09:30-18:00; Su,PH 12:00-17:00",Stillorgan Village Shopping Centre,53.289396,-6.2008892,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080234183,iFix Electronic Repair,gadgets/electronics,,+353-1-288-3322,Mo-Fr 09:00-18:00; Sa 10:00-18:00; Su off,,53.2893562,-6.200708,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4080241198,Ashley Reeves,clothes,https://www.pamelascott.com/our-stores,+353-1-288-6276,"Mo-We,Sa 09:30-18:00; Th-Fr 09:30-19:00; Su 12:00-18:00",Stillorgan Village Shopping Centre,53.2891948,-6.2007376,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4100276891,Music Maker,gadgets/electronics,https://musicmaker.ie/,+353 16779004,Mo-Fr 10:30-18:30; Sa 10:00-18:00; Su 12:30-18:00,"29, Exchequer Street, Dublin",53.3432193,-6.2625891,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4100276892,Pair,gadgets/electronics,https://pairmobile.ie/,+353 170 79926,Mo-Fr 09:30-19:00; Sa 10:00-19:00; Su 12:00-17:00,"32, Wicklow Street, Dublin",53.3429539,-6.2611356,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4105794007,Penneys,clothes,,,,,53.3917575,-6.247952,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4105794008,Eir / Meteor,gadgets/electronics,,,,,53.392544,-6.2480924,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4166453112,Steven An Nail Spa,perfumes/beauty,,,,"Harold's Cross Road, Dublin",53.3218017,-6.2794803,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4211528683,Sydney Nails,perfumes/beauty,,+353 1 4990606,,"187, Kimmage Road Lower, Dublin",53.3190687,-6.2914131,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4234213478,Miss E,clothes,,,,,53.2870785,-6.122509,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4248540837,Contact Solutions,gadgets/electronics,,+353 1 4027914,Mo-Fr 10:00-19:00; Sa 11:00-19:00,"41, Ravensdale Park, D12 A0HC",53.3149745,-6.3010744,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4252185291,McKeon's,home appliances,,+35314541829,,,53.332283,-6.2926592,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4253099341,A&R Bathrooms,home appliances,http://www.arbathroomsdublin.ie,+35314563882,,"129, Old County Road",53.327409,-6.3061698,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4253101206,Crumlin Upholstery,home appliances,http://www.crumlinupholstery.com,+35314554270,,Old County Road,53.327426,-6.3063847,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4256475791,TanningSalon.ie,perfumes/beauty,https://tanningsalon.ie/,+353-1-6770787,Mo-Su 10:00-20:00,"6, D'Olier Street",53.3464485,-6.2585176,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4256561590,Elegance,perfumes/beauty,,+353-1-2023030,"Mo,Tu,Sa 10:00-18:00;We-Fr 10:00-20:00",,53.2608003,-6.1500024,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4256571890,Sheila Considine,clothes,,,,,53.2606951,-6.150352,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4256571989,Menina Bonita Beauty Salon,perfumes/beauty,,,"Mo,Tu 12:00-20:00; We-Fr 10:00-20:00; Sa 09:00-19:00","6, D'Olier Street, Dublin",53.346333,-6.2584174,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4256571992,Get Cash 4 Clothes!,clothes,https://www.getcash.ie/,,Mo-Fr 10:00-15:00;Sa12:00-17:00,,53.2608382,-6.1500744,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4265973304,Eliott Chambers,clothes,,,,"Taney Drive, Dundrum",53.292299,-6.2448174,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4265973305,Hat Society,clothes,http://www.hatsociety.ie/,+353 86 2643899,,"Taney Drive, Dundrum",53.2924024,-6.2449321,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4266245714,Dolphin Electrical,gadgets/electronics,,,,,53.3338753,-6.2916594,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
